40 0 50 45762 22861 13405 9237 6995 5600 4615 4083 3516 3039 2653 2395 2028 1775 1568 1370 1144 994 840 695 618 519 441 381 318 235 227 191 160 125 107 88 51 65 45 41 20 21 20 13 
40 0 50 312605 188655 103405 63706 41991 29437 21511 15827 11889 9044 7212 5713 4567 3726 3157 2650 2173 1809 1598 1321 1128 985 792 693 561 482 428 356 262 237 195 173 182 123 95 79 96 59 54 35 
30 0 18 2 264 1374 2289 3066 3303 3264 3031 2850 2342 1931 1542 1213 981 697 469 361 262 150 105 57 37 22 11 10 7 3 2 0 0 
40 0 50 45874 22821 13360 9151 6965 5628 4663 4066 3545 3041 2633 2428 2030 1787 1555 1364 1141 973 841 697 608 508 443 361 339 230 206 183 157 135 107 87 55 55 45 36 18 19 18 11 
40 0 50 312172 188958 103259 63642 42172 29393 21418 15872 12006 9020 7188 5699 4540 3760 3145 2590 2184 1825 1624 1297 1141 1014 791 712 572 467 411 355 255 244 213 178 174 128 98 72 92 58 57 35 
30 0 18 2 266 1408 2284 3061 3255 3256 3034 2825 2395 1937 1590 1232 980 709 474 359 247 152 102 55 35 20 13 11 8 1 1 0 0 
40 0 50 45959 22757 13440 9164 6930 5636 4616 4020 3543 3040 2637 2406 2042 1790 1570 1357 1098 932 830 686 592 504 441 345 317 238 218 179 147 129 110 79 55 45 42 37 23 21 17 14 
40 0 50 312232 188608 103272 63434 42058 29282 21338 15918 12025 9045 7220 5700 4541 3742 3064 2572 2153 1817 1614 1289 1116 980 766 706 577 460 390 344 251 251 213 175 165 124 105 81 88 59 54 33 
30 0 18 1 260 1423 2324 3060 3221 3299 3053 2813 2410 1906 1605 1226 974 718 448 347 231 148 105 57 37 20 13 10 8 1 1 0 0 
40 0 50 46022 22763 13349 9148 6943 5642 4607 4003 3521 3019 2683 2376 1997 1728 1563 1334 1097 933 824 688 601 511 437 350 303 248 216 164 141 119 108 78 49 45 43 36 22 21 16 14 
40 0 50 311824 188174 103013 63058 41731 29036 21243 15756 11977 9058 7118 5690 4511 3710 3014 2559 2145 1791 1658 1314 1101 930 744 681 558 454 387 334 257 244 208 174 149 122 94 82 82 54 55 29 
30 0 18 2 263 1412 2327 3078 3165 3296 3051 2790 2412 1896 1587 1197 978 688 454 325 234 143 99 57 33 21 13 9 7 0 1 1 0 
40 0 50 45900 22911 13362 9138 6955 5607 4625 3950 3427 3042 2716 2399 2003 1744 1573 1305 1098 940 818 693 607 503 434 338 297 239 216 161 147 119 102 78 51 53 42 34 23 20 17 14 
40 0 50 311402 187655 102321 62633 41541 28888 21117 15664 11946 8940 7046 5678 4458 3654 2975 2554 2166 1777 1615 1282 1072 929 754 662 550 455 366 329 266 233 198 179 140 122 101 80 80 46 51 28 
30 0 18 2 257 1399 2378 3100 3169 3339 3067 2783 2458 1890 1595 1193 940 669 461 302 228 131 94 62 26 20 8 10 7 0 1 1 0 
40 0 50 45949 22887 13346 9068 6912 5591 4628 3919 3420 2968 2688 2379 2072 1732 1532 1319 1081 946 784 694 591 503 426 328 293 227 208 161 144 118 102 73 53 57 44 32 25 21 15 14 
40 0 50 310504 186418 101625 62481 41297 28638 20853 15474 11903 8816 6968 5601 4332 3632 2855 2543 2134 1727 1565 1235 1056 914 779 661 552 461 347 318 258 226 208 173 124 121 98 72 69 50 49 25 
30 0 18 1 274 1393 2376 3115 3171 3315 3046 2767 2477 1908 1564 1165 896 668 457 296 207 123 90 55 24 22 10 9 5 0 1 1 0 
40 0 50 45782 22809 13284 8989 6887 5580 4625 3921 3347 2950 2639 2329 2022 1699 1503 1282 1072 922 784 688 586 471 402 334 271 232 201 150 145 110 98 65 49 52 44 32 25 18 14 15 
40 0 50 309684 185134 100928 61911 40987 28499 20667 15391 11645 8682 6863 5500 4300 3584 2811 2517 2057 1675 1519 1224 1019 873 742 648 525 447 336 313 256 224 190 170 116 121 95 69 62 49 50 27 
30 0 18 1 265 1383 2376 3084 3205 3346 3091 2761 2469 1891 1555 1119 872 628 439 278 187 121 86 48 24 20 9 4 5 0 0 1 0 
40 0 50 45752 22698 13316 8945 6888 5493 4613 3873 3304 2947 2590 2320 2011 1702 1491 1240 1068 912 780 706 577 463 400 330 257 225 179 149 137 103 98 64 47 47 44 28 24 18 14 9 
40 0 50 308819 183836 100165 61239 40554 28163 20382 15096 11353 8466 6731 5382 4282 3525 2801 2464 1980 1692 1488 1221 1023 862 722 638 511 440 325 311 247 213 179 162 113 113 93 64 54 45 42 31 
30 0 18 1 266 1366 2387 3098 3208 3338 3082 2750 2434 1920 1535 1105 831 613 445 264 182 113 74 43 20 17 7 5 3 0 0 1 0 
40 0 50 45539 22622 13281 8931 6820 5466 4633 3872 3290 2903 2548 2290 1990 1690 1472 1228 1077 900 738 706 562 458 375 324 240 215 170 152 141 98 88 66 42 45 40 27 23 18 11 8 
40 0 50 307759 182013 99253 60412 40054 27843 19964 14651 11170 8344 6615 5256 4249 3365 2757 2382 1908 1683 1424 1181 1007 830 724 611 499 430 327 293 244 195 159 153 111 116 94 64 48 40 37 29 
30 0 18 1 266 1366 2412 3090 3281 3356 3062 2758 2360 1856 1489 1121 819 579 416 257 163 94 68 36 17 15 9 6 4 0 0 0 0 
40 0 50 45542 22539 13173 8843 6824 5447 4599 3876 3307 2918 2482 2260 1945 1671 1421 1232 1084 871 716 694 540 434 360 312 240 201 160 145 143 88 80 64 36 39 37 24 24 16 11 9 
40 0 50 306518 180069 98086 59630 39473 27337 19688 14309 10938 8148 6445 5154 4173 3285 2741 2310 1883 1607 1401 1168 963 834 709 590 491 420 328 282 222 193 155 138 118 108 82 52 42 38 36 27 
30 0 18 1 253 1373 2449 3064 3303 3258 3038 2755 2348 1825 1445 1087 787 528 408 247 166 94 60 31 17 13 8 6 3 0 0 0 0 
